TraceNo.;Realduration(ms);Iteration;Timepassed;Realremaining;Pred(processavg);Pred(statesingle);Pred(statelist);Pred(stateset);Pred(Pnetsimple);Pred(Pnetconstrained);Error(processavg);Error(statesingle);Error(statelist);Error(stateset);Error(Pnetsimple);Error(Pnetconstrained);Iteration;Timepassed;Realremaining;Pred(processavg);Pred(statesingle);Pred(statelist);Pred(stateset);Pred(Pnetsimple);Pred(Pnetconstrained);Error(processavg);Error(statesingle);Error(statelist);Error(stateset);Error(Pnetsimple);Error(Pnetconstrained);Iteration;Timepassed;Realremaining;Pred(processavg);Pred(statesingle);Pred(statelist);Pred(stateset);Pred(Pnetsimple);Pred(Pnetconstrained);Error(processavg);Error(statesingle);Error(statelist);Error(stateset);Error(Pnetsimple);Error(Pnetconstrained);Iteration;Timepassed;Realremaining;Pred(processavg);Pred(statesingle);Pred(statelist);Pred(stateset);Pred(Pnetsimple);Pred(Pnetconstrained);Error(processavg);Error(statesingle);Error(statelist);Error(stateset);Error(Pnetsimple);Error(Pnetconstrained);Iteration;Timepassed;Realremaining;Pred(processavg);Pred(statesingle);Pred(statelist);Pred(stateset);Pred(Pnetsimple);Pred(Pnetconstrained);Error(processavg);Error(statesingle);Error(statelist);Error(stateset);Error(Pnetsimple);Error(Pnetconstrained);Iteration;Timepassed;Realremaining;Pred(processavg);Pred(statesingle);Pred(statelist);Pred(stateset);Pred(Pnetsimple);Pred(Pnetconstrained);Error(processavg);Error(statesingle);Error(statelist);Error(stateset);Error(Pnetsimple);Error(Pnetconstrained);Iteration;Timepassed;Realremaining;Pred(processavg);Pred(statesingle);Pred(statelist);Pred(stateset);Pred(Pnetsimple);Pred(Pnetconstrained);Error(processavg);Error(statesingle);Error(statelist);Error(stateset);Error(Pnetsimple);Error(Pnetconstrained)
736;73850000;0;1;73849999;81595799;81595799;81595799;81595799;81575266;83193568;7745800;7745800;7745800;7745800;7725267;9343569;1;1173001;72676999;80422799;77967423;77967423;77967423;79194971;82492008;7745800;5290424;5290424;5290424;6517972;9815009;2;59439001;14410999;22156799;58158451;58158451;58158451;62454134;59537185;7745800;43747452;43747452;43747452;48043135;45126186;3;62727001;11122999;18868799;42744987;42744987;42744987;43022106;36162412;7745800;31621988;31621988;31621988;31899107;25039413;4;68445001;5404999;13150799;23396509;23396509;23396509;23941634;24996152;7745800;17991510;17991510;17991510;18536635;19591153;5;71609001;2240999;9986799;13130237;13130237;13130237;12984760;14615058;7745800;10889238;10889238;10889238;10743761;12374059;6;73312001;537999;8283799;2307032;2307032;2307032;2451465;1696768;7745800;1769033;1769033;1769033;1913466;1158769
737;78850000;0;1;78849999;81595799;81595799;81595799;81595799;81855444;75585588;2745800;2745800;2745800;2745800;3005445;3264411;1;1010001;77839999;80585799;77967423;77967423;77967423;77923402;81968588;2745800;127424;127424;127424;83403;4128589;2;62497001;16352999;19098799;58158451;58158451;58158451;59075844;59090382;2745800;41805452;41805452;41805452;42722845;42737383;3;67573001;11276999;14022799;42744987;42744987;42744987;44537710;45500508;2745800;31467988;31467988;31467988;33260711;34223509;4;72383001;6466999;9212799;23396509;23396509;23396509;24169851;26717122;2745800;16929510;16929510;16929510;17702852;20250123;5;74450001;4399999;7145799;13130237;13130237;13130237;13360985;15511985;2745800;8730238;8730238;8730238;8960986;11111986;6;77973001;876999;3622799;2307032;2307032;2307032;2083517;1677365;2745800;1430033;1430033;1430033;1206518;800366
738;76276000;0;1;76275999;81595799;81595799;81595799;81595799;82597202;78398051;5319800;5319800;5319800;5319800;6321203;2122052;1;547001;75728999;81048799;77967423;77967423;77967423;78557252;83446728;5319800;2238424;2238424;2238424;2828253;7717729;2;61372001;14903999;20223799;58158451;58158451;58158451;56500972;58489772;5319800;43254452;43254452;43254452;41596973;43585773;3;65581001;10694999;16014799;42744987;42744987;42744987;44057077;35425435;5319800;32049988;32049988;32049988;33362078;24730436;4;70380001;5895999;11215799;23396509;23396509;23396509;23838711;21327162;5319800;17500510;17500510;17500510;17942712;15431163;5;74091001;2184999;7504799;13130237;13130237;13130237;13784077;17226168;5319800;10945238;10945238;10945238;11599078;15041169;6;75483001;792999;6112799;2307032;2307032;2307032;2340247;1531768;5319800;1514033;1514033;1514033;1547248;738769
739;26040000;0;1;26039999;81595799;81595799;81595799;81595799;80775717;82906495;55555800;55555800;55555800;55555800;54735718;56866496;1;581001;25458999;81014799;77967423;77967423;77967423;76457276;74994585;55555800;52508424;52508424;52508424;50998277;49535586;2;7887001;18152999;73708799;58158451;58158451;58158451;53811749;66489628;55555800;40005452;40005452;40005452;35658750;48336629;3;10669001;15370999;70926799;42744987;42744987;42744987;42936793;41857475;55555800;27373988;27373988;27373988;27565794;26486476;4;16184001;9855999;65411799;23396509;23396509;23396509;21610794;22569482;55555800;13540510;13540510;13540510;11754795;12713483;5;20286001;5753999;61309799;13130237;13130237;13130237;12769562;13887428;55555800;7376238;7376238;7376238;7015563;8133429;6;25164001;875999;56431799;2307032;2307032;2307032;2250818;4209622;55555800;1431033;1431033;1431033;1374819;3333623
740;253344000;0;1;253343999;81595799;81595799;81595799;81595799;82281864;79021905;171748200;171748200;171748200;171748200;171062135;174322094;1;829001;252514999;80766799;77967423;77967423;77967423;79358239;87547628;171748200;174547576;174547576;174547576;173156760;164967371;2;237859001;15484999;0;58158451;58158451;58158451;58874341;60602032;15484999;42673452;42673452;42673452;43389342;45117033;3;241648001;11695999;0;42744987;42744987;42744987;45044042;41774492;11695999;31048988;31048988;31048988;33348043;30078493;4;247314001;6029999;0;23396509;23396509;23396509;23341848;24286088;6029999;17366510;17366510;17366510;17311849;18256089;5;251128001;2215999;0;13130237;13130237;13130237;12324338;8297725;2215999;10914238;10914238;10914238;10108339;6081726;6;252556001;787999;0;2307032;2307032;2307032;2230079;1900035;787999;1519033;1519033;1519033;1442080;1112036
741;23976000;0;1;23975999;81595799;81595799;81595799;81595799;80776163;74978695;57619800;57619800;57619800;57619800;56800164;51002696;1;960001;23015999;80635799;77967423;77967423;77967423;76343643;74124328;57619800;54951424;54951424;54951424;53327644;51108329;2;7080001;16895999;74515799;58158451;58158451;58158451;58408932;56473198;57619800;41262452;41262452;41262452;41512933;39577199;3;11513001;12462999;70082799;42744987;42744987;42744987;42385370;42743358;57619800;30281988;30281988;30281988;29922371;30280359;4;16682001;7293999;64913799;23396509;23396509;23396509;24889555;24575428;57619800;16102510;16102510;16102510;17595556;17281429;5;19654001;4321999;61941799;13130237;13130237;13130237;12577137;13428432;57619800;8808238;8808238;8808238;8255138;9106433;6;23611001;364999;57984799;2307032;2307032;2307032;2449440;2828782;57619800;1942033;1942033;1942033;2084441;2463783
742;18670000;0;1;18669999;81595799;81595799;81595799;81595799;80648805;86810135;62925800;62925800;62925800;62925800;61978806;68140136;1;944001;17725999;80651799;77967423;77967423;77967423;79466205;72305468;62925800;60241424;60241424;60241424;61740206;54579469;2;6935001;11734999;74660799;58158451;58158451;58158451;57448912;55754375;62925800;46423452;46423452;46423452;45713913;44019376;3;10282001;8387999;71313799;42744987;42744987;42744987;42403712;46358185;62925800;34356988;34356988;34356988;34015713;37970186;4;15952001;2717999;65643799;23396509;23396509;23396509;23068877;23149075;62925800;20678510;20678510;20678510;20350878;20431076;5;17267001;1402999;64328799;13130237;13130237;13130237;11729724;13000785;62925800;11727238;11727238;11727238;10326725;11597786;6;18249001;420999;63346799;2307032;2307032;2307032;2227498;1140332;62925800;1886033;1886033;1886033;1806499;719333
743;16332000;0;1;16331999;81595799;81595799;81595799;81595799;80234918;77880898;65263800;65263800;65263800;65263800;63902919;61548899;1;895001;15436999;80700799;77967423;77967423;77967423;78970748;84165025;65263800;62530424;62530424;62530424;63533749;68728026;2;2335001;13996999;79260799;58158451;58158451;58158451;57973752;62907215;65263800;44161452;44161452;44161452;43976753;48910216;3;7342001;8989999;74253799;42744987;42744987;42744987;43810083;47116888;65263800;33754988;33754988;33754988;34820084;38126889;4;11879001;4452999;69716799;23396509;23396509;23396509;21912743;25638255;65263800;18943510;18943510;18943510;17459744;21185256;5;14352001;1979999;67243799;13130237;13130237;13130237;13219776;12127268;65263800;11150238;11150238;11150238;11239777;10147269;6;15793001;538999;65802799;2307032;2307032;2307032;2193635;3018022;65263800;1768033;1768033;1768033;1654636;2479023
744;23610000;0;1;23609999;81595799;81595799;81595799;81595799;85264086;73984228;57985800;57985800;57985800;57985800;61654087;50374229;1;613001;22996999;80982799;77967423;77967423;77967423;80321775;74323178;57985800;54970424;54970424;54970424;57324776;51326179;2;6925001;16684999;74670799;58158451;58158451;58158451;57652785;61472955;57985800;41473452;41473452;41473452;40967786;44787956;3;12075001;11534999;69520799;42744987;42744987;42744987;42426001;36816788;57985800;31209988;31209988;31209988;30891002;25281789;4;17784001;5825999;63811799;23396509;23396509;23396509;24212843;22354328;57985800;17570510;17570510;17570510;18386844;16528329;5;19001001;4608999;62594799;13130237;13130237;13130237;12159996;13931955;57985800;8521238;8521238;8521238;7550997;9322956;6;22780001;829999;58815799;2307032;2307032;2307032;2305511;1336752;57985800;1477033;1477033;1477033;1475512;506753
745;19705000;0;1;19704999;81595799;81595799;81595799;81595799;85000377;85115198;61890800;61890800;61890800;61890800;65295378;65410199;1;730001;18974999;80865799;77967423;77967423;77967423;77460581;89550525;61890800;58992424;58992424;58992424;58485582;70575526;2;5225001;14479999;76370799;58158451;58158451;58158451;60911514;55447482;61890800;43678452;43678452;43678452;46431515;40967483;3;10359001;9345999;71236799;42744987;42744987;42744987;40246155;44444208;61890800;33398988;33398988;33398988;30900156;35098209;4;15338001;4366999;66257799;23396509;23396509;23396509;23039234;28524548;61890800;19029510;19029510;19029510;18672235;24157549;5;17161001;2543999;64434799;13130237;13130237;13130237;12981325;12495778;61890800;10586238;10586238;10586238;10437326;9951779;6;19107001;597999;62488799;2307032;2307032;2307032;2119665;3779515;61890800;1709033;1709033;1709033;1521666;3181516
746;19754000;0;1;19753999;81595799;81595799;81595799;81595799;83730015;79639561;61841800;61841800;61841800;61841800;63976016;59885562;1;855001;18898999;80740799;77967423;77967423;77967423;76628290;86469688;61841800;59068424;59068424;59068424;57729291;67570689;2;5828001;13925999;75767799;58158451;58158451;58158451;55797053;52844332;61841800;44232452;44232452;44232452;41871054;38918333;3;11204001;8549999;70391799;42744987;42744987;42744987;43414738;37429515;61841800;34194988;34194988;34194988;34864739;28879516;4;16032001;3721999;65563799;23396509;23396509;23396509;24009381;26546708;61841800;19674510;19674510;19674510;20287382;22824709;5;18093001;1660999;63502799;13130237;13130237;13130237;12985741;11599445;61841800;11469238;11469238;11469238;11324742;9938446;6;19365001;388999;62230799;2307032;2307032;2307032;2174870;1153992;61841800;1918033;1918033;1918033;1785871;764993
747;18226000;0;1;18225999;81595799;81595799;81595799;81595799;76550217;77577518;63369800;63369800;63369800;63369800;58324218;59351519;1;564001;17661999;81031799;77967423;77967423;77967423;79489291;79729992;63369800;60305424;60305424;60305424;61827292;62067993;2;4060001;14165999;77535799;58158451;58158451;58158451;56496519;56366168;63369800;43992452;43992452;43992452;42330520;42200169;3;7185001;11040999;74410799;42744987;42744987;42744987;44009229;37532632;63369800;31703988;31703988;31703988;32968230;26491633;4;12082001;6143999;69513799;23396509;23396509;23396509;23421678;23793048;63369800;17252510;17252510;17252510;17277679;17649049;5;15872001;2353999;65723799;13130237;13130237;13130237;12813438;13215518;63369800;10776238;10776238;10776238;10459439;10861519;6;17677001;548999;63918799;2307032;2307032;2307032;2417992;2661045;63369800;1758033;1758033;1758033;1868993;2112046
748;21821000;0;1;21820999;81595799;81595799;81595799;81595799;80900053;82401291;59774800;59774800;59774800;59774800;59079054;60580292;1;1140001;20680999;80455799;77967423;77967423;77967423;82284104;72377622;59774800;57286424;57286424;57286424;61603105;51696623;2;5471001;16349999;76124799;58158451;58158451;58158451;61126025;54940108;59774800;41808452;41808452;41808452;44776026;38590109;3;9127001;12693999;72468799;42744987;42744987;42744987;42590192;44111785;59774800;30050988;30050988;30050988;29896193;31417786;4;13794001;8026999;67801799;23396509;23396509;23396509;22768509;23354232;59774800;15369510;15369510;15369510;14741510;15327233;5;16616001;5204999;64979799;13130237;13130237;13130237;14096673;10565935;59774800;7925238;7925238;7925238;8891674;5360936;6;21304001;516999;60291799;2307032;2307032;2307032;2559355;1320512;59774800;1790033;1790033;1790033;2042356;803513
749;20864000;0;1;20863999;81595799;81595799;81595799;81595799;78768848;82856088;60731800;60731800;60731800;60731800;57904849;61992089;1;731001;20132999;80864799;77967423;77967423;77967423;80493975;82329765;60731800;57834424;57834424;57834424;60360976;62196766;2;5937001;14926999;75658799;58158451;58158451;58158451;59649449;60754855;60731800;43231452;43231452;43231452;44722450;45827856;3;10623001;10240999;70972799;42744987;42744987;42744987;43202601;50263535;60731800;32503988;32503988;32503988;32961602;40022536;4;15274001;5589999;66321799;23396509;23396509;23396509;22902455;25675568;60731800;17806510;17806510;17806510;17312456;20085569;5;16526001;4337999;65069799;13130237;13130237;13130237;13133626;15840598;60731800;8792238;8792238;8792238;8795627;11502599;6;20244001;619999;61351799;2307032;2307032;2307032;2343324;1902035;60731800;1687033;1687033;1687033;1723325;1282036
750;76042000;0;1;76041999;81595799;81595799;81595799;81595799;82736992;89538441;5553800;5553800;5553800;5553800;6694993;13496442;1;793001;75248999;80802799;77967423;77967423;77967423;78338907;70062851;5553800;2718424;2718424;2718424;3089908;5186148;2;6162001;69879999;75433799;58158451;58158451;58158451;56274081;63514375;5553800;11721548;11721548;11721548;13605918;6365624;3;9719001;66322999;71876799;42744987;42744987;42744987;40346870;44785085;5553800;23578012;23578012;23578012;25976129;21537914;4;15341001;60700999;66254799;23396509;23396509;23396509;23303769;23268982;5553800;37304490;37304490;37304490;37397230;37432017;5;19052001;56989999;62543799;13130237;13130237;13130237;13711578;13805068;5553800;43859762;43859762;43859762;43278421;43184931;6;75342001;699999;6253799;2307032;2307032;2307032;2226554;1681448;5553800;1607033;1607033;1607033;1526555;981449
751;253302000;0;1;253301999;81595799;81595799;81595799;81595799;82129279;74776145;171706200;171706200;171706200;171706200;171172720;178525854;1;563001;252738999;81032799;77967423;77967423;77967423;78477551;74022995;171706200;174771576;174771576;174771576;174261448;178716004;2;237267001;16034999;0;58158451;58158451;58158451;57603071;63791132;16034999;42123452;42123452;42123452;41568072;47756133;3;242089001;11212999;0;42744987;42744987;42744987;44144550;39942675;11212999;31531988;31531988;31531988;32931551;28729676;4;247323001;5978999;0;23396509;23396509;23396509;23760371;25244395;5978999;17417510;17417510;17417510;17781372;19265396;5;251097001;2204999;0;13130237;13130237;13130237;12957963;13634818;2204999;10925238;10925238;10925238;10752964;11429819;6;252506001;795999;0;2307032;2307032;2307032;2155749;1524632;795999;1511033;1511033;1511033;1359750;728633
752;79565000;0;1;79564999;81595799;81595799;81595799;81595799;81699463;79687758;2030800;2030800;2030800;2030800;2134464;122759;1;1027001;78537999;80568799;77967423;77967423;77967423;77412845;74965348;2030800;570576;570576;570576;1125154;3572651;2;7608001;71956999;73987799;58158451;58158451;58158451;60416710;61816388;2030800;13798548;13798548;13798548;11540289;10140611;3;11108001;68456999;70487799;42744987;42744987;42744987;42169329;40984968;2030800;25712012;25712012;25712012;26287670;27472031;4;15791001;63773999;65804799;23396509;23396509;23396509;23262407;21472642;2030800;40377490;40377490;40377490;40511592;42301357;5;74862001;4702999;6733799;13130237;13130237;13130237;12569709;11802788;2030800;8427238;8427238;8427238;7866710;7099789;6;79141001;423999;2454799;2307032;2307032;2307032;2238734;1552015;2030800;1883033;1883033;1883033;1814735;1128016
753;78267000;0;1;78266999;81595799;81595799;81595799;81595799;83028232;80435115;3328800;3328800;3328800;3328800;4761233;2168116;1;719001;77547999;80876799;77967423;77967423;77967423;76535283;80926065;3328800;419424;419424;419424;1012716;3378066;2;4625001;73641999;76970799;58158451;58158451;58158451;59549653;57976478;3328800;15483548;15483548;15483548;14092346;15665521;3;8996001;69270999;72599799;42744987;42744987;42744987;41324971;45395358;3328800;26526012;26526012;26526012;27946028;23875641;4;14564001;63702999;67031799;23396509;23396509;23396509;23742189;26993515;3328800;40306490;40306490;40306490;39960810;36709484;5;72816001;5450999;8779799;13130237;13130237;13130237;13408475;13669052;3328800;7679238;7679238;7679238;7957476;8218053;6;77449001;817999;4146799;2307032;2307032;2307032;2285793;3584972;3328800;1489033;1489033;1489033;1467794;2766973
754;247913000;0;1;247912999;81595799;81595799;81595799;81595799;77799439;85090195;166317200;166317200;166317200;166317200;170113560;162822804;1;772001;247140999;80823799;77967423;77967423;77967423;78263732;75325821;166317200;169173576;169173576;169173576;168877267;171815178;2;231769001;16143999;0;58158451;58158451;58158451;57339594;62144822;16143999;42014452;42014452;42014452;41195595;46000823;3;237005001;10907999;0;42744987;42744987;42744987;43042072;35709875;10907999;31836988;31836988;31836988;32134073;24801876;4;242114001;5798999;0;23396509;23396509;23396509;23610426;25446655;5798999;17597510;17597510;17597510;17811427;19647656;5;244679001;3233999;0;13130237;13130237;13130237;12855715;12636405;3233999;9896238;9896238;9896238;9621716;9402406;6;247040001;872999;0;2307032;2307032;2307032;2329069;2077622;872999;1434033;1434033;1434033;1456070;1204623
755;79335000;0;1;79334999;81595799;81595799;81595799;81595799;81178602;69529845;2260800;2260800;2260800;2260800;1843603;9805154;1;605001;78729999;80990799;77967423;77967423;77967423;77257566;73929452;2260800;762576;762576;762576;1472433;4800547;2;6469001;72865999;75126799;58158451;58158451;58158451;61532197;57284328;2260800;14707548;14707548;14707548;11333802;15581671;3;11279001;68055999;70316799;42744987;42744987;42744987;40450919;34066575;2260800;25311012;25311012;25311012;27605080;33989424;4;72338001;6996999;9257799;23396509;23396509;23396509;24233322;30130728;2260800;16399510;16399510;16399510;17236323;23133729;5;75861001;3473999;5734799;13130237;13130237;13130237;12634975;13503875;2260800;9656238;9656238;9656238;9160976;10029876;6;78872001;462999;2723799;2307032;2307032;2307032;2299273;4366008;2260800;1844033;1844033;1844033;1836274;3903009
